City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
tinos,20,GR,1557011404,77,37.54,25.16,64.4,13.87
encinitas,1,US,1557011511,52,33.04,-117.29,75.2,9.17
zaysan,100,KZ,1557011517,55,47.47,84.87,44.73,8.3
rovigo,20,IT,1557011478,93,45.07,11.79,55.99,5.82
padang,40,ID,1557007200,94,-0.92,100.36,77.0,2.24
mehamn,100,NO,1557011518,88,71.03,27.85,29.0,16.24
misratah,0,LY,1557011518,80,32.38,15.09,63.49,19.04
monsummano terme,75,IT,1557011500,82,43.87,10.81,57.0,3.36
acajutla,100,SV,1557011518,67,13.59,-89.83,86.64,5.01
broken hill,0,AU,1557007200,87,-31.97,141.45,44.6,11.68
bandrele,0,YT,1557009000,88,-12.91,45.19,80.6,6.93
lavrentiya,99,RU,1557011519,98,65.58,-170.99,27.81,4.05
kuytun,7,RU,1557011519,51,54.34,101.51,41.24,4.12
vila,75,IT,1557011464,76,45.18,8.4,53.6,9.17
venice,40,US,1557011418,79,27.1,-82.45,86.0,9.17
tura,64,IN,1557011520,91,25.52,90.21,71.68,4.25
naze,20,NG,1557007200,88,5.43,7.07,80.6,2.24
kinablangan,26,PH,1557011520,67,7.69,126.55,83.06,2.1
shakhtinsk,0,KZ,1557009000,86,49.71,72.59,28.4,6.71
tautira,75,PF,1557010994,62,-17.73,-149.15,84.2,11.41
hobyo,41,SO,1557011521,79,5.35,48.53,82.89,14.43
soyo,95,AO,1557011426,88,-6.13,12.37,80.99,9.53
davila,75,PH,1557007200,88,18.47,120.58,78.8,2.24
follonica,0,IT,1557011515,87,42.93,10.76,59.0,2.24
cascais,0,PT,1557011489,55,38.7,-9.42,64.99,3.36
sal rei,40,CV,1557007200,64,16.18,-22.92,71.6,13.87
bobcaygeon,90,CA,1557011405,62,44.54,-78.55,59.0,4.7
itaituba,53,BR,1557011522,81,-4.26,-55.99,78.5,2.01
chimore,82,BO,1557011523,82,-16.98,-65.13,73.77,3.0
constitucion,40,MX,1557011415,7,23.99,-104.67,82.4,8.05
show low,1,US,1557011147,12,34.25,-110.03,81.0,13.87
kortkeros,0,RU,1557009000,59,61.81,51.56,33.8,6.71
bandarbeyla,10,SO,1557011523,81,9.49,50.81,79.26,7.18
mokhsogollokh,100,RU,1557011523,51,61.4,128.95,40.67,4.45
belmonte,0,PT,1557010889,88,40.36,-7.35,50.0,0.96
posse,52,BR,1557011524,86,-14.08,-46.36,72.99,7.34
hervey bay,0,AU,1557011108,72,-25.3,152.85,70.0,13.87
banjar,37,ID,1557011524,94,-7.37,108.54,73.71,2.71
bridlicna,90,CZ,1557011519,93,49.91,17.37,41.0,10.29
vyazma,52,RU,1557011525,70,55.21,34.3,44.21,6.06
maldonado,90,UY,1557008520,88,-34.91,-54.96,62.6,11.41
talaya,0,RU,1557009000,56,55.79,84.89,41.0,6.71
mahanoro,5,MG,1557011525,99,-19.9,48.8,66.69,2.21
crestline,90,US,1557011523,100,40.79,-82.74,55.0,5.82
cockburn town,100,TC,1557011346,81,21.46,-71.14,78.74,21.56
karema,37,TZ,1557011526,67,-6.82,30.44,79.22,10.49
buchanan,75,LR,1557007200,94,5.88,-10.05,75.2,8.84
normal,1,US,1557011323,52,40.51,-88.99,66.99,6.93
xining,85,CN,1557011527,84,36.62,101.77,43.44,5.17
samarkand,0,UZ,1557009000,54,39.65,66.98,57.2,6.93
muzaffarabad,0,PK,1557011527,29,34.37,73.47,50.64,9.35
sim,65,BR,1557011527,93,-12.25,-38.93,73.97,3.98
port moresby,75,PG,1557007200,100,-9.47,147.16,77.0,5.82
cayenne,96,GF,1557009000,88,4.94,-52.33,78.8,6.87
surgut,0,RU,1557009000,57,61.25,73.4,50.0,6.71
samarai,51,PG,1557011528,73,-10.62,150.67,81.74,4.83
vanimo,90,PG,1557011528,76,-2.67,141.3,81.09,6.42
appleton,5,US,1557011166,18,44.26,-88.41,73.4,5.61
puebloviejo,90,CO,1557011486,52,10.99,-74.28,91.4,13.87
kieta,90,PG,1557011529,69,-6.22,155.63,85.52,6.82
pulandian,0,CN,1557009000,26,39.4,121.96,69.8,13.42
ust-koksa,0,RU,1557011529,86,50.27,85.62,30.26,3.96
sohag,0,EG,1557007200,15,26.55,31.7,78.8,11.41
saint george,40,GR,1557006600,87,39.45,22.34,57.2,2.82
kaifeng,67,CN,1557007200,77,34.8,114.35,60.8,2.24
faya,40,SA,1557007200,35,18.39,42.45,69.8,6.93
nanakuli,75,US,1557011261,73,21.39,-158.15,73.99,13.87
belyy yar,42,RU,1557009000,73,53.6,91.39,26.6,1.3
wenling,1,CN,1557011428,81,28.38,121.38,77.0,1.5
carahue,20,CL,1557007200,77,-38.71,-73.16,59.0,2.24
magistralnyy,80,RU,1557011531,55,56.17,107.45,39.86,5.79
hualahuises,22,MX,1557011531,70,24.88,-99.67,72.0,6.91
izyum,87,UA,1557011531,78,49.21,37.25,51.25,7.14
teguise,75,ES,1557009000,59,29.06,-13.56,66.2,11.41
abalak,6,NE,1557011532,10,15.46,6.28,91.46,7.02
sinnamary,82,GF,1557011532,83,5.38,-52.96,80.64,15.77
komatipoort,9,MZ,1557010872,83,-25.43,31.96,71.01,1.05
severnyy-kospashskiy,9,RU,1557010994,97,59.09,57.8,45.0,1.01
el zulia,40,CO,1557007200,66,7.93,-72.6,86.0,9.17
whitehaven,40,US,1557011426,93,35.03,-90.03,64.99,9.17
ixtapa,75,MX,1557011419,45,20.71,-105.21,82.4,13.87
araouane,24,ML,1557011533,15,18.9,-3.53,88.33,12.39
bay roberts,90,CA,1557011315,75,47.58,-53.28,42.01,9.17
pacasmayo,84,PE,1557011534,94,-7.4,-79.57,67.05,15.23
amberley,100,NZ,1557011480,76,-43.15,172.73,64.0,6.93
vao,6,EE,1557011534,92,59.1,26.19,32.66,9.17
mecca,0,SA,1557011268,40,21.43,39.83,87.21,3.71
benghazi,16,LY,1557011519,42,32.12,20.07,76.99,13.69
zyryanka,72,RU,1557011535,86,65.73,150.89,34.29,6.46
kuusamo,0,FI,1557008400,74,65.96,29.19,28.4,3.36
kathu,0,ZA,1557010810,43,-27.7,23.05,66.0,9.57
griffith,0,AU,1557011477,93,-34.29,146.06,50.0,6.93
paso de los toros,95,UY,1557011536,96,-32.81,-56.52,68.51,13.33
pimentel,40,BR,1557011536,87,-3.7,-45.5,76.2,1.23
bolotnoye,40,RU,1557011536,71,55.67,84.39,47.76,5.97
severo-yeniseyskiy,100,RU,1557011536,92,60.37,93.04,38.43,7.07
kalmunai,100,LK,1557011536,88,7.42,81.82,75.8,2.66
quatre cocos,40,MU,1557011039,83,-20.21,57.76,77.0,10.29
homa bay,100,KE,1557011537,69,-0.53,34.45,74.7,9.06
maningrida,40,AU,1557011537,69,-12.05,134.23,82.8,15.28
cervo,100,BR,1557011537,89,-22.19,-46.24,65.94,5.82
celestun,1,MX,1557011538,83,20.87,-90.4,82.66,16.51
ashland,90,US,1557011412,100,38.48,-82.64,68.0,9.17
great yarmouth,47,GB,1557011532,82,52.61,1.73,43.0,8.01
lodja,44,CD,1557011538,83,-3.52,23.6,72.4,1.59
iquique,0,CL,1557007200,68,-20.22,-70.14,68.0,13.87
panguna,100,PG,1557011539,80,-6.32,155.48,82.61,11.23
daye,100,CN,1557011539,57,30.1,114.98,72.08,4.92
margate,75,AU,1557011414,87,-43.03,147.26,51.8,8.05
deputatskiy,86,RU,1557011539,95,69.3,139.9,23.33,5.19
xaxim,100,BR,1557011539,81,-26.96,-52.53,73.91,4.88
